 ,Area,Mean,Min,Max,X,Y
295,0.323,255,255,255,6351.996,1161.081
296,0.646,255,255,255,6353.132,1161.365
297,5.165,255,255,255,5626.640,1162.963
298,0.323,255,255,255,6351.428,1162.217
299,1.291,255,255,255,6352.422,1164.064
300,0.323,255,255,255,6353.132,1163.354
301,2.905,255,255,255,5624.217,1165.437
302,0.323,255,255,255,5628.700,1165.626
303,0.323,255,255,255,5053.131,1174.717
304,1.291,255,255,255,5049.864,1175.712
305,0.323,255,255,255,6297.450,1186.649
306,0.323,255,255,255,5712.791,1187.785
307,3.874,255,255,255,5196.976,1191.384
308,0.646,255,255,255,5194.608,1193.751
309,0.323,255,255,255,5193.472,1194.604
310,4.197,255,255,255,5936.086,1196.221
311,0.323,255,255,255,6639.496,1200.285
312,0.323,255,255,255,6642.905,1200.854
313,0.323,255,255,255,3873.584,1202.558
314,3.551,255,255,255,5746.830,1204.056
315,2.260,255,255,255,3871.879,1205.399
316,2.905,255,255,255,3873.836,1206.346
317,0.323,255,255,255,3875.288,1205.967
318,0.323,255,255,255,5686.654,1206.535
319,0.323,255,255,255,3875.288,1207.104
320,0.323,255,255,255,5688.359,1207.672
321,0.323,255,255,255,3872.448,1209.376
322,0.323,255,255,255,3875.288,1209.376
323,0.646,255,255,255,4693.187,1214.774
324,0.323,255,255,255,6673.019,1217.899
325,3.551,255,255,255,6676.428,1218.777
326,0.323,255,255,255,4690.062,1218.467
327,0.323,255,255,255,4691.767,1219.035
328,0.323,255,255,255,6673.019,1219.035
329,0.323,255,255,255,4689.494,1220.172
330,0.646,255,255,255,6677.280,1220.456
331,0.968,255,255,255,4690.820,1221.119
332,1.614,255,255,255,6675.178,1222.104
333,1.614,255,255,255,4217.903,1222.899
334,0.968,255,255,255,6003.700,1224.149
335,0.323,255,255,255,6001.995,1224.149
336,0.646,255,255,255,6672.735,1224.149
337,0.323,255,255,255,6675.860,1224.149
338,1.614,255,255,255,6002.450,1226.649
339,0.323,255,255,255,6000.859,1226.422
340,0.646,255,255,255,5866.484,1226.990
341,0.323,255,255,255,6001.427,1228.126
342,0.323,255,255,255,6003.700,1228.695
343,0.968,255,255,255,5969.988,1230.020
344,1.614,255,255,255,5974.723,1232.672
345,0.323,255,255,255,5972.450,1233.240
346,0.646,255,255,255,5966.484,1233.808
347,0.323,255,255,255,5971.314,1233.808
348,0.323,255,255,255,5973.018,1234.376
349,4.842,255,255,255,5967.071,1236.498
350,0.323,255,255,255,5974.155,1235.513
351,1.937,255,255,255,5970.651,1237.028
352,0.968,255,255,255,3782.864,1238.354
353,0.323,255,255,255,5929.836,1237.785
354,0.646,255,255,255,5928.984,1238.638
355,1.291,255,255,255,5964.211,1238.780
356,2.260,255,255,255,3784.298,1239.815
357,0.323,255,255,255,3782.107,1241.195
358,0.646,255,255,255,3786.084,1241.479
359,0.646,255,255,255,3784.663,1242.047
360,0.323,255,255,255,6129.837,1241.763
361,0.323,255,255,255,6131.541,1242.899
362,0.968,255,255,255,6133.814,1242.899
363,4.197,255,255,255,6134.163,1245.522
364,0.968,255,255,255,6128.321,1244.793
365,0.646,255,255,255,5869.893,1245.172
366,0.323,255,255,255,6126.996,1245.172
367,7.425,255,255,255,6131.146,1246.728
368,0.323,255,255,255,5868.473,1245.740
369,1.614,255,255,255,6128.927,1248.240
370,0.646,255,255,255,6134.666,1248.013
371,0.323,255,255,255,6130.405,1248.581
372,0.323,255,255,255,6133.246,1248.581
373,0.323,255,255,255,3647.447,1252.558
374,0.323,255,255,255,3645.175,1253.126
375,1.291,255,255,255,3648.442,1253.979
376,0.968,255,255,255,3644.606,1255.210
377,1.614,255,255,255,3646.311,1256.081
378,0.323,255,255,255,5652.563,1258.808
379,0.646,255,255,255,4568.755,1264.490
380,0.323,255,255,255,5959.382,1265.058
381,1.614,255,255,255,4573.812,1268.922
382,0.323,255,255,255,4575.857,1268.467
383,0.323,255,255,255,5849.723,1269.604
384,0.646,255,255,255,4325.289,1276.706
385,1.937,255,255,255,4329.361,1277.653
